GO NO,ARREST BOOKING NO_PK,PIN,AGE,SEX,RACE,ETHNICITY,ARREST DATE,ARREST TIME,BT,ARREST REASON,ARREST TYPE,SUMMARY OF FACTS,ARREST OFFICER,ARREST OFFICER NAME,CURRENT STATUS,YOUNG OFFENDER?
SJ2021210290372,SJ20211824,441922490,39,M,H,H,1/29/2021,1300,UI,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),4378,CARBONI,CITED,N
SJ2021210290387,SJ2021988,442152663,61,M,H,H,1/29/2021,1217,P5,ON VIEW,ON VIEW ARREST,VIOLATION OF PROTECTIVE ORDER OR STAY AWAY COURT ORDER (ONVW),,,CHARGED/BOOKED,N
SJ2021210290389,SJ2021990,442152552,23,M,A,V,1/29/2021,1231,X1,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210290438,SJ2021992,441894008,35,M,W,W,1/29/2021,1608,,ON VIEW,ON VIEW ARREST,INFLICT CORPORAL INJ SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210290468,SJ20211264,339017996,37,M,W,W,1/29/2021,1330,E3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4568,ANAYA,CITED,N
SJ2021210290468,SJ20211876,442024694,36,M,W,W,1/29/2021,1330,E3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4568,ANAYA,CITED,N
SJ2021210290505,SJ20211941,442011097,48,F,W,W,1/29/2021,1420,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4863,BELHAMRA,CITED,N
SJ2021210290526,SJ20211366,442059431,17,M,H,H,1/29/2021,1507,,WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,WARRANT,,,CHARGED/BOOKED,Y
SJ2021210290532,SJ20211825,442006206,40,M,B,B,1/29/2021,1446,K3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4864,CORDERO,CITED,N
SJ2021210290537,SJ20211927,85263364,36,F,H,H,1/29/2021,1515,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4863,BELHAMRA,CITED,N
SJ2021210290575,SJ20211031,441774346,41,M,A,A,1/29/2021,1700,F1,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),4681,CARON,CHARGED/BOOKED,N
SJ2021210290668,SJ20211144,442009284,15,M,H,H,1/29/2021,1735,,ON VIEW,ON VIEW ARREST,POSN OF FIREARM ON PERSON,,,CHARGED/BOOKED,Y
SJ2021210290684,SJ20211026,441841171,33,M,W,W,1/29/2021,1747,T2,ON VIEW,ON VIEW ARREST,POSSESSION OF CONTROLLED SUBSTANCE PARAPHERNALIA. (ONVW),4873,VU,CHARGED/BOOKED,N
SJ2021210290687,SJ20211064,211550465,42,M,H,H,1/29/2021,1828,X2,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),4875,NGUYEN,CHARGED/BOOKED,N
SJ2021210290697,SJ20212086,441865095,35,M,B,B,1/29/2021,1800,V2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4885,KAYZAR,CITED,N
SJ2021210290729,SJ20211044,441863073,36,M,H,H,1/29/2021,1827,C3,ON VIEW,ON VIEW ARREST,DRIVING/TAKING VEHICLE W/O OWNERS PERMISSION (ONVW),,,CHARGED/BOOKED,N
SJ2021210290750,SJ20211830,442198028,27,M,W,W,1/29/2021,1914,L2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4634,LOZANO,CITED,N
SJ2021210290759,SJ20211025,442293817,32,F,H,H,1/29/2021,1934,K3,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4751,MAZIARZ,CHARGED/BOOKED,N
SJ2021210290769,SJ20211051,442214856,69,M,B,B,1/29/2021,1912,K1,ON VIEW,ON VIEW ARREST,POSS COCAINE BASE F/SALE (ONVW),,,CHARGED/BOOKED,N
SJ2021210290878,SJ20211030,442293844,36,M,Z,Z,1/29/2021,2125,N2,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210290892,SJ20211028,174326028,51,M,H,H,1/29/2021,2140,X3,ON VIEW,ON VIEW ARREST,TRANS/SELL CONTRLD SUB (ONVW),,,CHARGED/BOOKED,N
SJ2021210290955,SJ20211928,442096527,34,M,H,H,1/29/2021,1145,S2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4889,KWIATKOWSKI,CITED,N
SJ2021210290996,SJ20211029,442091680,58,M,W,W,1/29/2021,2330,S2,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210291039,SJ20211940,442293901,19,M,H,H,1/29/2021,2345,,CRIMINAL CITATION,SUMMONED/CITED,RECKLESS DRIVING (CITE),4559,BROWER,CITED,N
SJ2021J3453856 C,SJ20211824,441922490,39,M,H,H,1/29/2021,1300,UI,CRIMINAL CITATION,SUMMONED/CITED,VANDALISM (CITE),4378,CARBONI,CITED,N
SJ2021J3465358 C,SJ20211828,442179626,33,M,W,W,1/29/2021,1028,,CRIMINAL CITATION,SUMMONED/CITED,TAMPER W/VEH (CITE),4837,OCEGUEDA,CITED,N
SJ2021J3473168 C,SJ20211826,441977803,36,F,H,H,1/29/2021,1032,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4864,CORDERO,CITED,N
SJ2021J3473169 C,SJ20211827,441907150,38,M,H,H,1/29/2021,1143,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS NARC CONTROL SUBSTANCE (CITE),4864,CORDERO,CITED,N
SJ2021J3473170 C,SJ20211825,442006206,40,M,B,B,1/29/2021,1446,K3,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4864,CORDERO,CITED,N
SJ2021J3474397 C,SJ20212086,441865095,35,M,B,B,1/29/2021,1800,V2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4885,KAYZAR,CITED,N
SJ2021J3474507 C,SJ20211830,442198028,27,M,W,W,1/29/2021,1914,L2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4634,LOZANO,CITED,N
SJ2021J3477184 C,SJ20211940,442293901,19,M,H,H,1/29/2021,2345,,CRIMINAL CITATION,SUMMONED/CITED,RECKLESS DRIVING (CITE),4559,BROWER,CITED,N
SJ2021J3479227 C,SJ20211829,442168999,31,M,W,W,1/29/2021,1100,E2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),2869,GUERRA,CITED,N
SJ2021J3479228 C,SJ20211876,442024694,36,M,W,W,1/29/2021,1330,E3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4568,ANAYA,CITED,N
SJ2021J3479229 C,SJ20211264,339017996,37,M,W,W,1/29/2021,1330,E3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4568,ANAYA,CITED,N
SJ2021J3479304 C,SJ20211941,442011097,48,F,W,W,1/29/2021,1420,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4863,BELHAMRA,CITED,N
SJ2021J3479305 C,SJ20211927,85263364,36,F,H,H,1/29/2021,1515,K6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4863,BELHAMRA,CITED,N
SJ2021J3479626 C,SJ20211928,442096527,34,M,H,H,1/29/2021,1145,S2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4889,KWIATKOWSKI,CITED,N
SJ2020202230644,SJ20211065,441766100,42,M,O,O,1/30/2021,2043,,ON VIEW,ON VIEW ARREST,ELDER ABUSE LIKELY PRODUCE GREAT BODILY INJURY OR DEATH (ONVW),,,CHARGED/BOOKED,N
SJ2021210230492,SJ20211037,441724185,34,F,A,V,1/30/2021,1038,M3,ON VIEW,ON VIEW ARREST,THEFT OR UNAUTHORIZED USE OF VEHICLE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300029,SJ20211033,441781137,52,M,A,V,1/30/2021,145,E2,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),4795,AU-YEUNG,CHARGED/BOOKED,N
SJ2021210300111,SJ20211929,441950367,27,M,H,H,1/30/2021,228,R5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4778,MACINNES,CITED,N
SJ2021210300112,SJ20211032,441820671,28,M,B,B,1/30/2021,311,W3,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),,,CHARGED/BOOKED,N
SJ2021210300151,SJ20211035,442132749,24,M,H,H,1/30/2021,357,A1,ON VIEW,ON VIEW ARREST,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (ONVW)",,,CHARGED/BOOKED,N
SJ2021210300191,SJ20211042,442171985,27,F,W,W,1/30/2021,650,Y5,OUT OF COUNTY WARRANT,TAKEN INTO CUSTODY/WARRANT ARREST ONLY,THEFT OR UNAUTHORIZED USE OF VEHICLE (OWAR),,,CHARGED/BOOKED,N
SJ2021210300209,SJ20211046,441784957,50,M,B,B,1/30/2021,652,S5,ON VIEW,ON VIEW ARREST,OBSTRUCT/RESIST EXECUTIVE OFFICER (ONVW),4799,WYNN,CHARGED/BOOKED,N
SJ2021210300211,SJ20211039,442293882,29,M,H,H,1/30/2021,709,X3,ON VIEW,ON VIEW ARREST,USE/UNDER INFL CONTRLD SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300259,SJ20211036,442034372,41,M,H,H,1/30/2021,846,T3,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300276,SJ20212302,442120117,56,F,W,W,1/30/2021,1030,R3,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300289,SJ20211049,441744906,35,M,W,W,1/30/2021,935,T3,ON VIEW,ON VIEW ARREST,POSSESS NARC CONTROL SUBSTANCE (ONVW),4774,TONG,CHARGED/BOOKED,N
SJ2021210300294,SJ20212303,442293885,49,F,W,W,1/30/2021,1036,C6,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300294,SJ20211041,442293884,52,M,W,W,1/30/2021,1036,C6,ON VIEW,ON VIEW ARREST,BURGLARY: FIRST DEGREE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300304,SJ20211059,288752643,37,F,H,H,1/30/2021,1035,,ON VIEW,ON VIEW ARREST,POSSESS CONTROLLED SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300314,SJ20211048,181272836,36,M,W,W,1/30/2021,1219,,ON VIEW,ON VIEW ARREST,THREATS TO COMMIT CRIME RESULTING IN DEATH OR GBI (ONVW),,,CHARGED/BOOKED,N
SJ2021210300327,SJ20211354,441797499,35,F,W,W,1/30/2021,1056,V3,CRIMINAL CITATION,SUMMONED/CITED,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (CITE)",2778,TORRES,CITED,N
SJ2021210300330,SJ20211037,441724185,34,F,A,V,1/30/2021,1038,M3,ON VIEW,ON VIEW ARREST,THEFT OR UNAUTHORIZED USE OF VEHICLE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300356,SJ20211870,441993244,34,M,H,H,1/30/2021,1140,V4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4863,BELHAMRA,CITED,N
SJ2021210300368,SJ20211045,290456082,40,M,H,H,1/30/2021,1139,C1,ON VIEW,ON VIEW ARREST,CRUELTY TO ANOTHER'S ANIMAL (ONVW),,,CHARGED/BOOKED,N
SJ2021210300384,SJ20211043,441782021,40,F,W,W,1/30/2021,1257,F5,ON VIEW,ON VIEW ARREST,ROBBERY (ONVW),,,CHARGED/BOOKED,N
SJ2021210300389,SJ20211040,441981923,60,M,W,W,1/30/2021,1250,V3,ON VIEW,ON VIEW ARREST,USE/UNDER INFL CONTRLD SUBSTANCE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300444,SJ20212305,442219822,46,M,H,H,1/30/2021,1317,E1,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON (PUNISHMENT) (ONVW),,,CHARGED/BOOKED,N
SJ2021210300469,SJ20211047,442258370,36,M,H,H,1/30/2021,1446,Y4,ON VIEW,ON VIEW ARREST,INFLICT CORP INJ ON SPOUSE/COHAB (ONVW),4529,RODRIGUEZ,CHARGED/BOOKED,N
SJ2021210300494,SJ20211145,442293920,16,M,H,H,1/30/2021,1803,,ON VIEW,ON VIEW ARREST,LEWD ACTS WITH A MINOR,,,CHARGED/BOOKED,Y
SJ2021210300559,SJ20211356,439681281,29,M,W,W,1/30/2021,1658,A4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4886,MCCURDY,CITED,N
SJ2021210300565,SJ20211052,441991657,30,M,A,A,1/30/2021,1621,,ON VIEW,ON VIEW ARREST,DUI WITH ALCOHOL 0 08 PERCENT OR MORE (ONVW),,,CHARGED/BOOKED,N
SJ2021210300573,SJ20211860,442094432,34,M,A,A,1/30/2021,1825,F2,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4681,CARON,CITED,N
SJ2021210300576,SJ20211915,442116606,45,M,H,H,1/30/2021,1627,M4,CRIMINAL CITATION,SUMMONED/CITED,USE/UNDER INFL CONTRLD SUBSTANCE (CITE),4768,NGO,CITED,N
SJ2021210300582,SJ20211050,442293479,39,M,V,V,1/30/2021,1629,P3,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON (PUNISHMENT) (ONVW),,,CHARGED/BOOKED,N
SJ2021210300595,SJ20211930,441778195,38,M,H,H,1/30/2021,1638,M2,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4575,LUI,CITED,N
SJ2021210300596,SJ20212077,441896156,61,M,H,H,1/30/2021,1642,L5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4895,MAGNANO,CITED,N
SJ2021210300599,SJ20211468,441855484,24,M,H,H,1/30/2021,1705,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4566,BALOG,CITED,N
SJ2021210300640,SJ20211852,441795463,22,M,H,H,1/30/2021,1740,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4598,ARAYA,CITED,N
SJ2021210300653,SJ20211351,442057101,52,M,V,V,1/30/2021,1753,L4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4455,VELLEQUETTE,CITED,N
SJ2021210300659,SJ20211053,441826512,42,F,H,H,1/30/2021,1755,A1,ON VIEW,ON VIEW ARREST,BAT:SPOUSE/EX SP/DATE/ETC (ONVW),4452,AVILA JR,CHARGED/BOOKED,N
SJ2021210300683,SJ20211939,441732916,53,M,B,B,1/30/2021,1818,L1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4868,HUANG,CITED,N
SJ2021210300768,SJ20211872,442293932,23,M,H,H,1/30/2021,1908,F2,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4681,CARON,CITED,N
SJ2021210300801,SJ20211364,441913663,13,M,H,H,1/30/2021,2130,,CRIMINAL CITATION,SUMMONED/CITED,CHILD MOLEST,,,CITED,Y
SJ2021210300824,SJ20212079,441909510,32,M,V,V,1/30/2021,2020,L6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4435,GREGORY,CITED,N
SJ2021210300888,SJ20211931,441772779,34,M,W,W,1/30/2021,2240,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4601,QUINONEZ,CITED,N
SJ2021210300890,SJ20211057,441795463,22,M,H,H,1/30/2021,2250,F3,ON VIEW,ON VIEW ARREST,GRAND THEFT (ONVW),,,CHARGED/BOOKED,N
SJ2021210300893,SJ20211853,442218165,20,M,A,A,1/30/2021,2330,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4520,BARRETT JR,CITED,N
SJ2021210300893,SJ20211856,442219679,19,M,A,A,1/30/2021,2330,R2,CRIMINAL CITATION,SUMMONED/CITED,FAILING TO PROVIDE EVIDENCE OF FINANCIAL RESPONSIBILITY (CITE),4520,BARRETT JR,CITED,N
SJ2021210300893,SJ20211854,442293947,19,M,A,A,1/30/2021,2330,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4520,BARRETT JR,CITED,N
SJ2021210300893,SJ20211874,442293948,18,M,A,A,1/30/2021,2330,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4520,BARRETT JR,CITED,N
SJ2021210300893,SJ20211871,442266598,19,M,H,H,1/30/2021,2250,R2,CRIMINAL CITATION,SUMMONED/CITED,FAILING TO PROVIDE EVIDENCE OF FINANCIAL RESPONSIBILITY (CITE),4520,BARRETT JR,CITED,N
SJ2021210300893,SJ20211855,442293946,19,M,H,H,1/30/2021,2250,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4520,BARRETT JR,CITED,N
SJ2021210300893,SJ20211878,441822458,19,F,V,V,1/30/2021,2315,L6,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4520,BARRETT JR,CITED,N
SJ2021210300893,SJ20211942,441994124,20,M,H,H,1/30/2021,2301,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4393,HAWKLEY,CITED,N
SJ2021210300893,SJ20212123,441994127,18,M,H,H,1/30/2021,2301,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4393,HAWKLEY,CITED,N
SJ2021210300893,SJ20211877,442017173,25,M,W,W,1/30/2021,2302,R2,CRIMINAL CITATION,SUMMONED/CITED,DISPLY OF LICENSE PLATES (CITE),4886,MCCURDY,CITED,N
SJ2021210300893,SJ20212118,442293950,23,M,H,H,1/30/2021,2306,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4655,ROMERO,CITED,N
SJ2021210300893,SJ20212614,442293951,20,M,H,H,1/30/2021,2306,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4655,ROMERO,CITED,N
SJ2021210300894,SJ20211875,442238991,30,M,W,W,1/30/2021,2235,L5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4728,CHANDRASHEKAR,CITED,N
SJ2021210300909,SJ20211056,442065887,29,M,H,H,1/30/2021,2220,R2,ON VIEW,ON VIEW ARREST,VANDALISM (ONVW),,,CHARGED/BOOKED,N
SJ2021210300922,SJ20211055,441763575,29,F,B,W,1/30/2021,2240,S5,ON VIEW,ON VIEW ARREST,UNLAWFUL TO LOITER IN PUBLIC W/INTENT TO COMMIT PROSTITUION (ONVW),4568,ANAYA,CHARGED/BOOKED,N
SJ2021210300922,SJ20211054,442293936,25,F,B,B,1/30/2021,2240,S5,ON VIEW,ON VIEW ARREST,UNLAWFUL TO LOITER IN PUBLIC W/INTENT TO COMMIT PROSTITUION (ONVW),3470,FIEDLER,CHARGED/BOOKED,N
SJ2021210300939,SJ20211079,441885486,35,M,W,W,1/30/2021,2309,V1,ON VIEW,ON VIEW ARREST,CONTEMPT:DISOBEY CRT ORDR (ONVW),,,CHARGED/BOOKED,N
SJ2021210300965,SJ20211858,442294035,29,F,H,H,1/30/2021,2303,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4305,BABINEAU,CITED,N
SJ2021210300965,SJ20211859,442294036,21,M,H,H,1/30/2021,2303,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4550,BEATTY,CITED,N
SJ2021210300965,SJ20211932,442294034,32,M,H,H,1/30/2021,2303,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4537,RODRIGUEZ,CITED,N
SJ2021210300973,SJ20211088,67043849,33,M,H,H,1/30/2021,2330,V4,ON VIEW,ON VIEW ARREST,DUI ALCOHOL/DRUGS (ONVW),4610,JULIAN,CHARGED/BOOKED,N
SJ2021210301019,SJ20211081,441773753,28,F,H,H,1/30/2021,2358,L5,ON VIEW,ON VIEW ARREST,ASSAULT WITH A DEADLY WEAPON (PUNISHMENT) (ONVW),4830,CARRILLO JIMENEZ,CHARGED/BOOKED,N
SJ2021210301019,SJ20211082,441857882,31,M,H,H,1/30/2021,2358,,ON VIEW,ON VIEW ARREST,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (ONVW)",,,CHARGED/BOOKED,N
SJ2021210310840,SJ20212618,442282583,56,F,H,H,1/30/2021,2226,Y3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4716,WAGNON,CITED,N
SJ2021J3445287 C,SJ20211942,441994124,20,M,H,H,1/30/2021,2301,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4393,HAWKLEY,CITED,N
SJ2021J3445288 C,SJ20212123,441994127,18,M,H,H,1/30/2021,2301,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4393,HAWKLEY,CITED,N
SJ2021J3445466 C,SJ20211468,441855484,24,M,H,H,1/30/2021,1705,,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4566,BALOG,CITED,N
SJ2021J3452174 C,SJ20211860,442094432,34,M,A,A,1/30/2021,1825,F2,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4681,CARON,CITED,N
SJ2021J3452175 C,SJ20211872,442293932,23,M,H,H,1/30/2021,1908,F2,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4681,CARON,CITED,N
SJ2021J3470257 C,SJ20212118,442293950,23,M,H,H,1/30/2021,2306,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4655,ROMERO,CITED,N
SJ2021J3470258 C,SJ20212614,442293951,20,M,H,H,1/30/2021,2306,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4655,ROMERO,CITED,N
SJ2021J3470937 C,SJ20212618,442282583,56,F,H,H,1/30/2021,2226,Y3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4716,WAGNON,CITED,N
SJ2021J3471069 C,SJ20211354,441797499,35,F,W,W,1/30/2021,1056,V3,CRIMINAL CITATION,SUMMONED/CITED,"RESISTING, DELAYING, OBSTRUCTING AN OFFICER (CITE)",2778,TORRES,CITED,N
SJ2021J3471750 C,SJ20211875,442238991,30,M,W,W,1/30/2021,2235,L5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4728,CHANDRASHEKAR,CITED,N
SJ2021J3471814 C,SJ20211855,442293946,19,M,H,H,1/30/2021,2250,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4520,BARRETT JR,CITED,N
SJ2021J3471815 C,SJ20211871,442266598,19,M,H,H,1/30/2021,2250,R2,CRIMINAL CITATION,SUMMONED/CITED,FAILING TO PROVIDE EVIDENCE OF FINANCIAL RESPONSIBILITY (CITE),4520,BARRETT JR,CITED,N
SJ2021J3472385 C,SJ20211852,441795463,22,M,H,H,1/30/2021,1740,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4598,ARAYA,CITED,N
SJ2021J3472685 C,SJ20211859,442294036,21,M,H,H,1/30/2021,2303,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4550,BEATTY,CITED,N
SJ2021J3472687 C,SJ20211932,442294034,32,M,H,H,1/30/2021,2303,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4537,RODRIGUEZ,CITED,N
SJ2021J3472991 C,SJ20211858,442294035,29,F,H,H,1/30/2021,2303,R2,CRIMINAL CITATION,SUMMONED/CITED,SPECTATORS PROHIBITED AT STREET RACES N RECKLESS DRVNG EXHB (CITE),4305,BABINEAU,CITED,N
SJ2021J3473268 C,SJ20211351,442057101,52,M,V,V,1/30/2021,1753,L4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4455,VELLEQUETTE,CITED,N
SJ2021J3474962 C,SJ20211939,441732916,53,M,B,B,1/30/2021,1818,L1,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4868,HUANG,CITED,N
SJ2021J3476009 C,SJ20212079,441909510,32,M,V,V,1/30/2021,2020,L6,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4435,GREGORY,CITED,N
SJ2021J3476253 C,SJ20211931,441772779,34,M,W,W,1/30/2021,2240,A3,CRIMINAL CITATION,SUMMONED/CITED,PETTY THEFT (CITE),4601,QUINONEZ,CITED,N
SJ2021J3476493 C,SJ20211356,439681281,29,M,W,W,1/30/2021,1658,A4,CRIMINAL CITATION,SUMMONED/CITED,POSSESS CONTROLLED SUBSTANCE (CITE),4886,MCCURDY,CITED,N
SJ2021J3476494 C,SJ20211877,442017173,25,M,W,W,1/30/2021,2302,R2,CRIMINAL CITATION,SUMMONED/CITED,DISPLY OF LICENSE PLATES (CITE),4886,MCCURDY,CITED,N
SJ2021J3476557 C,SJ20212077,441896156,61,M,H,H,1/30/2021,1642,L5,CRIMINAL CITATION,SUMMONED/CITED,POSSESS UNLAWFUL PARAPHERNALIA (CITE),4895,MAGNANO,CITED,N
